impression	impresión
cleared	despejados
cleared	aclaré
cleared	aclarados
cleared	despejada
cleared	aclarada
cleared	aclararon
renewed	renovaba
renewed	renovaron
renewed	renovado
renewed	renovaban
renewed	renovó
renewed	renovadas
renewed	renovada
renewed	renovados
reflects	refleja
reflects	reflexiona
reflects	refleje
elaborate	elaborar
elaborate	elaboradas
elaborate	elaborado
elaborate	elaborada
elaborate	elaboren
elaborate	elaboran
elaborate	elabore
elaborate	elaborados
elaborate	elabora
discusses	discute
loaded	cargado
loaded	cargada
loaded	cargadas
loaded	cargados
preliminary	preliminares
preliminary	preliminar
preliminary	anteproyecto
emotional	emocionales
emotional	emocional
emotional	emotivo
wealthy	ricos
wealthy	adinerado
independently	independientemente
distinctive	distintiva
distinctive	distintivos
distinctive	distintivas
distinctive	distintivo
inaugural	inaugural
tiny	tiny
tiny	pequeño
tiny	peque
aboard	bordo
aboard	abordo
optional	optativo
optional	facultativo
optional	opcional
optional	opcionales
biblical	bíblica
biblical	bíblicos
biblical	bíblico
geographical	geográfico
geographical	geográficos
geographical	geográficas
geographical	geográfica
theological	teología
theological	teológica
temporarily	temporalmente
missionary	misionera
missionary	misionero
missionary	misioneros
constantly	constantemente
legendary	legendario
legendary	legendaria
legendary	legendarios
funny	curioso
funny	gracioso
funny	chistoso
funny	divertido
funny	funny
theoretical	teórico
theoretical	teóricas
theoretical	teóricos
theoretical	teórica
southwestern	suroeste
southwestern	sudoeste
philosophical	filosófico
philosophical	filosóficas
philosophical	filosófica
northeastern	noreste
atomic	atómicos
atomic	atómica
atomic	atómicas
atomic	atómico
tactical	tácticos
tactical	táctica
tactical	tácticas
tactical	táctico
collegiate	colegial
collegiate	colegiado
crazy	locos
crazy	loca
crazy	crazy
crazy	loco
crazy	locura
sensitive	sensibles
sensitive	sensible
mutual	mutuos
mutual	mutuo
mutual	mutuas
mutual	mutua
wet	mojados
wet	moja
wet	mojo
wet	húmeda
wet	mojan
wet	mojada
wet	mojado
wet	moje
wet	húmedo
wet	mojar
wet	mojadas
abstract	resumo
abstract	abstracta
abstract	resume
abstract	resumen
abstract	abstractos
abstract	resumir
abstract	abstracto
millennium	millennium
millennium	milenio
dimensional	dimensional
optical	ópticas
optical	óptica
optical	óptico
optical	ópticos
circular	circulares
circular	circular
moderate	moderada
moderate	moderadas
moderate	modera
moderate	moderados
moderate	moderado
moderate	moderar
absent	ausente
absent	ausentes
absent	ausenta
permanently	permanentemente
mere	mera
mere	mero
elevated	elevaban
elevated	elevaron
elevated	elevados
elevated	elevado
elevated	elevadas
elevated	elevaba
elevated	elevada
elevated	elevó
impressive	impresionante
impressive	impresionantes
surely	seguramente
nacional	nacional
nigerian	nigeria
nigerian	nigerianos
nigerian	nigeriano
nigerian	nigeriana
malaysian	malasia
malaysian	malayo
minimal	mínima
minimal	mínimo
minimal	mínimas
minimal	minimo
minimal	mínimos
prestigious	prestigiosas
prestigious	prestigioso
prestigious	prestigiosos
prestigious	prestigio
prestigious	prestigiosa
sustainable	sostenibles
sustainable	sustentable
sustainable	sostenible
strict	estricta
strict	rigurosa
strict	estrictas
strict	estrictos
strict	estricto
occasional	ocasional
occasional	ocasionales
occasional	ocasionalmente
strictly	estrictamente
comparable	comparables
comparable	comparable
naturally	naturalmente
technically	técnicamente
lithuanian	lituania
lithuanian	lituana
lithuanian	lituano
consequently	consecuentemente
geological	geológica
geological	geológicas
geological	geológicos
geological	geológico
carefully	atentamente
carefully	cuidadosamente
presbyterian	presbiteriana
allegedly	supuestamente
allegedly	presuntamente
arctic	ártica
arctic	ártico
deeply	profundamente
angry	enfadado
angry	enojada
angry	enojado
angry	enfadada
incomplete	incompleto
incomplete	incompletos
incomplete	incompleta
incomplete	incompletas
intense	intenso
intense	intensas
intense	intensa
intense	intensos
budapest	budapest
problematic	problemático
problematic	problemáticas
problematic	problemáticos
problematic	problemática
severely	severamente
severely	gravemente
integral	integrales
integral	integral
vital	vital
vital	vitales
extraordinary	extraordinarias
extraordinary	extraordinarios
extraordinary	extraordinario
extraordinary	extraordinaria
mysterious	misteriosas
mysterious	misteriosa
mysterious	misterioso
mysterious	misteriosos
amazing	increíble
amazing	sorprendente
amazing	asombroso
amazing	increible
accidentally	accidentalmente
consistently	sistemáticamente
logical	lógica
logical	lógicos
logical	lógico
aggressive	agresivos
aggressive	agresiva
aggressive	agresividad
aggressive	agresivas
aggressive	agresivo
suburban	suburbana
lucky	lucky
lucky	suerte
lucky	afortunada
lucky	afortunado
lucky	afortunados
purely	puramente
careful	cuidado
careful	cuidadoso
careful	cuidadosa
careful	cuidadosos
ash	ceniza
ash	cenizas
predominantly	predominantemente
loose	suelto
loose	solved
loose	suelta
loose	flojo
loose	suelves
separately	separadamente
separately	separado
intelligent	inteligentes
intelligent	inteligente
busy	ocupado
busy	ocupamos
busy	ocupan
busy	ocupadas
busy	ocupa
busy	ocupe
busy	ocupo
busy	ocupar
busy	ocupados
busy	ocupada
busy	ocupen
distant	distantes
distant	lejanos
distant	distante
distant	lejana
distant	lejano
sick	enferman
sick	enfermas
sick	enfermos
sick	enfermo
sick	enferma
sick	enfermar
innocent	inocencia
innocent	inocente
innocent	inocentes
thermal	térmicos
thermal	termal
thermal	térmica
thermal	térmico
healthy	saludable
healthy	sana
healthy	saludables
healthy	sano
estonian	estonios
estonian	estonia
estonian	estonio
honest	honestos
honest	honesto
honest	honesta
honest	sincero
innovative	innovadores
innovative	innovadoras
innovative	innovador
innovative	innovadora
barely	apenas
barely	escasamente
considerably	considerablemente
excessive	excesivos
excessive	excesivo
excessive	excesiva
excessive	excesivas
likewise	igualmente
hopefully	ojalá
hopefully	ojala
hopefully	esperemos
pregnant	embarazada
pregnant	embarazadas
pregnant	embarazo
unofficial	extraoficial
tight	ajusten
tight	apretar
tight	apretado
tight	ajusta
tight	aprietan
tight	ajustado
tight	ajustan
tight	ajustar
tight	apretada
tight	ajuste
tight	aprieta
tight	aprieto
tight	apriete
naked	desnudas
naked	desnudó
naked	desnudo
naked	desnudos
naked	desnuda
legally	legalmente
legally	jurídicamente
sad	tristes
sad	sad
sad	triste
uncertain	incierto
uncertain	inciertos
uncertain	incertidumbre
uncertain	incierta
dear	estimar
dear	estimados
dear	estimo
dear	estimado
dear	estime
dear	estiman
dear	estima
dear	querida
dear	estimen
dear	queridos
dear	querido
sovereign	soberanos
sovereign	soberano
sovereign	soberana
politically	políticamente
dirty	sucias
dirty	sucia
dirty	sucios
dirty	dirty
dirty	sucio
adequate	adecuar
adequate	adecuados
adequate	adecúa
adequate	adecuado
adequate	adecuada
tough	duros
tough	duras
tough	duro
tough	duren
tough	dura
tough	durar
tough	rudo
tough	duran
tough	dure
eventual	eventual
mandatory	obligatorio
mandatory	obligatoriedad
mandatory	obligatorias
mandatory	obligatoria
mandatory	obligatorios
stern	severa
stern	popa
stern	stern
stern	severo
seemingly	aparentemente
finite	finito
forwards	delanteras
forwards	delanteros
remarkable	notable
precise	preciso
precise	precisa
precise	precisos
cognitive	cognitivo
cognitive	cognitivas
cognitive	cognitiva
vulnerable	vulnerable
vulnerable	vulnerables
productive	productivas
productive	productivos
productive	productivo
productive	productiva
precisely	precisamente
supposedly	supuestamente
vague	vagan
vague	vagos
vague	vagar
vague	vago
vague	impreciso
vague	vagas
vague	vaga
vague	vague
secular	laico
secular	seculares
secular	laica
secular	secular
armoured	blindados
armoured	blindadas
armoured	blindado
armoured	blindada
useless	inservible
useless	inútiles
useless	inútil
useless	inutil
baltic	báltica
baltic	báltico
baltic	bálticos
prod	prod
fourteen	catorce
fourteen	fourteen
